"USA_or_HHSRegion","WEEK_END","Variant","Share","Share_lo","Share_hi","count","denom_count","DF","eff.size","CI_width","nchs_flag","nchs_flag_wodf"
"USA",2021-09-25,"C.37",0,NA,NA,0,20217,309,NA,NA,1,1
"USA",2021-09-25,"Other",0.00738121198976693,0.00453138945292597,0.0113438145471658,126,20217,309,2747.00695682071,0.00681242509423985,0,0
"USA",2021-09-25,"P.1",0.000168019453488531,1.7509730070666e-05,0.000639236971331126,3,20217,309,10862.4820502365,0.00062172724126046,1,1
"USA",2021-09-25,"P.2",0,NA,NA,0,20217,309,NA,NA,1,1
"USA",2021-09-25,"P.3",0,NA,NA,0,20217,309,NA,NA,1,1
"USA",2021-10-02,"A.23.1",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"A.27",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"A.28",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.1.318",3.23046902757219e-05,1.33587951612362e-07,0.000249130975067889,1,19791,326,19791,0.000248997387116276,1,1
"USA",2021-10-02,"B.1.1.519",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.1.529",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.1.7",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.214.2",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.351",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.427",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.525",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.526",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.617.1",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.617.2",0.993964810073665,0.990890959007216,0.996206484101406,19677,19791,326,3673.27753935903,0.00531552509418998,0,0
"USA",2021-10-02,"B.1.617.3",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.620",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"B.1.621",0.000139894127170326,1.44004216801332e-05,0.000534458473249117,3,19791,326,12953.4234514278,0.000520058051568984,1,1
"USA",2021-10-02,"B.1.640",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"C.16",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"C.36",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"C.37",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"Other",0.0056158591310117,0.0034534464788375,0.00862166761014826,106,19791,326,3636.8190266378,0.00516822113131077,0,0
"USA",2021-10-02,"P.1",0.000247131977877662,5.54321995412706e-05,0.000695073544354015,4,19791,326,13145.8502671644,0.000639641344812744,1,1
"USA",2021-10-02,"P.2",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-02,"P.3",0,NA,NA,0,19791,326,NA,NA,1,1
"USA",2021-10-09,"A.23.1",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"A.27",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"A.28",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.1.318",3.0256960979962e-05,1.3927867664049e-07,0.000229594888077285,1,21584,313,21584,0.000229455609400645,1,1
"USA",2021-10-09,"B.1.1.519",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.1.529",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.1.7",3.20639571569402e-05,1.95395997593004e-07,0.000232870542218873,1,21584,313,21584,0.00023267514622128,1,1
"USA",2021-10-09,"B.1.214.2",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.351",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.427",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.525",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.526",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.617.1",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.617.2",0.991911714734963,0.98876654011696,0.99436139714496,21421,21584,313,4321.54257530406,0.005594857028,0,0
"USA",2021-10-09,"B.1.617.3",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.620",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"B.1.621",6.94608354939758e-05,4.99124262938219e-06,0.000297177150230965,2,21584,313,21584,0.000292185907601583,1,1
"USA",2021-10-09,"B.1.640",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"C.16",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"C.36",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"C.37",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"Other",0.00786129954073445,0.00539858521209069,0.0110539723977147,157,21584,313,4127.28142625729,0.00565538718562397,0,0
"USA",2021-10-09,"P.1",9.52039706719732e-05,1.03107681600475e-05,0.000357543661618715,2,21584,313,19610.6355917351,0.000347232893458667,1,1
"USA",2021-10-09,"P.2",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-09,"P.3",0,NA,NA,0,21584,313,NA,NA,1,1
"USA",2021-10-16,"A.23.1",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"A.27",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"A.28",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.1.318",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.1.519",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.1.529",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.1.7",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.214.2",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.351",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.427",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.525",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.526",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.617.1",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.617.2",0.992837540695926,0.988791001197245,0.995705916967873,18856,18975,303,2602.76483154414,0.00691491577062842,0,0
"USA",2021-10-16,"B.1.617.3",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.620",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"B.1.621",0.000176447312816439,1.85592225843122e-05,0.000669198097411892,2,18975,303,10399.8356648861,0.00065063887482758,1,1
"USA",2021-10-16,"B.1.640",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"C.16",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"C.36",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"C.37",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"Other",0.00690777293783507,0.00404697119447395,0.0110004236139263,116,18975,303,2497.0869773754,0.00695345241945233,0,0
"USA",2021-10-16,"P.1",7.82390534221725e-05,1.83710589149276e-06,0.00044299105719989,1,18975,303,12483.7531743231,0.000441153951308398,1,1
"USA",2021-10-16,"P.2",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-16,"P.3",0,NA,NA,0,18975,303,NA,NA,1,1
"USA",2021-10-23,"A.23.1",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"A.27",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"A.28",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.1.318",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.1.519",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.1.529",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.1.7",0.000166523561295179,1.98738971400293e-05,0.000604552079904298,2,19445,309,11899.2880645607,0.000584678182764269,1,1
"USA",2021-10-23,"B.1.214.2",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.351",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.427",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.525",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.526",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.617.1",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.617.2",0.990256845262442,0.985751528546394,0.993628597975999,19282,19445,309,2663.66457692058,0.0078770694296052,0,0
"USA",2021-10-23,"B.1.617.3",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.620",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"B.1.621",5.27476630055891e-05,1.29226936501872e-06,0.000295960786738042,1,19445,309,18762.9302543451,0.000294668517373024,1,1
"USA",2021-10-23,"B.1.640",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"C.16",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"C.36",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"C.37",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"Other",0.00933506908516435,0.0060314939744458,0.0137831050846203,157,19445,309,2644.34261535048,0.00775161111017453,0,0
"USA",2021-10-23,"P.1",0.000188814428092801,3.88464772296137e-05,0.000552284615293053,3,19445,309,15853.7391248404,0.000513438138063439,1,1
"USA",2021-10-23,"P.2",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-23,"P.3",0,NA,NA,0,19445,309,NA,NA,1,1
"USA",2021-10-30,"A.23.1",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"A.27",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"A.28",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.1.318",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.1.519",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.1.529",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.1.7",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.214.2",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.351",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.427",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.525",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.526",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.617.1",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.617.2",0.991891953621538,0.987830905149614,0.99486845706441,19846,19996,298,2804.34014079824,0.00703755191479627,0,0
"USA",2021-10-30,"B.1.617.3",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.620",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"B.1.621",4.07314416873734e-05,4.99773315175614e-07,0.000262326716075941,1,19996,298,19996,0.000261826942760765,1,1
"USA",2021-10-30,"B.1.640",2.97599693798969e-05,8.40853906940974e-08,0.000242529442399204,1,19996,298,19996,0.00024244535700851,1,1
"USA",2021-10-30,"C.16",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"C.36",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"C.37",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"Other",0.00803755496739422,0.00505135594032924,0.0121295799818657,148,19996,298,2753.04429483737,0.00707822404153646,0,0
"USA",2021-10-30,"P.1",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"P.2",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-10-30,"P.3",0,NA,NA,0,19996,298,NA,NA,1,1
"USA",2021-11-06,"A.23.1",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"A.27",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"A.28",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.1.318",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.1.519",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.1.529",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.1.7",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.214.2",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.351",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.427",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.525",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.526",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.617.1",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.617.2",0.986974081200471,0.981158820426205,0.991367507983601,20702,20934,290,2105.93663398412,0.0102086875573958,0,0
"USA",2021-11-06,"B.1.617.3",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.620",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.621",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"B.1.640",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"C.16",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"C.36",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"C.37",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"Other",0.0130259187995294,0.00863249201639882,0.0188411795737946,232,20934,290,2105.93663398412,0.0102086875573958,0,0
"USA",2021-11-06,"P.1",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"P.2",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-06,"P.3",0,NA,NA,0,20934,290,NA,NA,1,1
"USA",2021-11-13,"A.23.1",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"A.27",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"A.28",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.1.318",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.1.519",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.1.529",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.1.7",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.214.2",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.351",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.427",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.525",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.526",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.617.1",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.617.2",0.98536936412034,0.979402864097377,0.989974897025283,23302,23612,301,2183.83280671235,0.0105720329279057,0,0
"USA",2021-11-13,"B.1.617.3",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.620",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.621",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"B.1.640",2.60083038357838e-05,8.71669065327402e-08,0.000206867861947485,1,23612,301,23612,0.000206780695040952,1,1
"USA",2021-11-13,"C.16",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"C.36",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"C.37",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"Other",0.0145542914969161,0.00994430309595906,0.0205374957576173,308,23612,301,2165.46894505092,0.0105931926616583,0,0
"USA",2021-11-13,"P.1",5.03360789075131e-05,1.08346439013281e-06,0.000290318850317652,1,23612,301,18896.6668636086,0.000289235385927519,1,1
"USA",2021-11-13,"P.2",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-13,"P.3",0,NA,NA,0,23612,301,NA,NA,1,1
"USA",2021-11-20,"A.23.1",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"A.27",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"A.28",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.1.318",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.1.519",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.1.529",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.1.7",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.214.2",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.351",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.427",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.525",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.526",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.617.1",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.617.2",0.983036419445797,0.97679794291664,0.98796326876439,20942,21260,283,2245.12027281776,0.0111653258477502,0,0
"USA",2021-11-20,"B.1.617.3",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.620",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.621",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"B.1.640",6.67204652236239e-05,1.58220707227536e-06,0.000376983512295212,1,21260,283,14683.7832608317,0.000375401305222937,1,1
"USA",2021-11-20,"C.16",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"C.36",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"C.37",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"Other",0.0168968600889796,0.011989228800501,0.0231111728266753,317,21260,283,2253.93251667885,0.0111219440261743,0,0
"USA",2021-11-20,"P.1",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"P.2",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-20,"P.3",0,NA,NA,0,21260,283,NA,NA,1,1
"USA",2021-11-27,"A.23.1",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"A.27",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"A.28",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.1.318",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.1.519",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.1.529",0.000594348450654302,0.000145774493492491,0.00160221823256083,14,15898,271,5986.95882162028,0.00145644373906834,1,1
"USA",2021-11-27,"B.1.1.7",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.214.2",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.351",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.427",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.525",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.526",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.617.1",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.617.2",0.990555427618024,0.985459434542419,0.994217435161917,15777,15898,271,2123.32878500899,0.00875800061949816,0,0
"USA",2021-11-27,"B.1.617.3",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.620",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.621",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"B.1.640",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"C.16",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"C.36",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"C.37",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"Other",0.00885022393132151,0.00524811553748461,0.0139618022913094,107,15898,271,2026.94566013741,0.00871368675382478,0,0
"USA",2021-11-27,"P.1",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"P.2",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-11-27,"P.3",0,NA,NA,0,15898,271,NA,NA,1,1
"USA",2021-12-04,"A.23.1",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"A.27",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"A.28",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.1.318",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.1.519",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.1.529",0.00685828635497812,0.00443556879074252,0.0101212132563639,118,21917,295,3619.74029573775,0.00568564446562143,0,0
"USA",2021-12-04,"B.1.1.7",0.000107287139781306,1.29818796842173e-05,0.000387624517629888,2,21917,295,18631.1992986855,0.000374642637945671,1,1
"USA",2021-12-04,"B.1.214.2",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.351",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.427",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.525",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.526",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.617.1",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.617.2",0.991178227549688,0.987065181774903,0.994249349309199,21771,21917,295,2904.52151191326,0.00718416753429596,0,0
"USA",2021-12-04,"B.1.617.3",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.620",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.621",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"B.1.640",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"C.16",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"C.36",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"C.37",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"Other",0.00185619895555311,0.000814499843607375,0.0036172904312699,26,21917,295,4447.80903779216,0.00280279058766253,1,1
"USA",2021-12-04,"P.1",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"P.2",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-04,"P.3",0,NA,NA,0,21917,295,NA,NA,1,1
"USA",2021-12-11,"A.23.1",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"A.27",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"A.28",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.1.318",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.1.519",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.1.529",0.0764343865618424,0.0503404926508805,0.110315218829647,1240,19323,303,334.571026738613,0.0599747261787668,0,0
"USA",2021-12-11,"B.1.1.7",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.214.2",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.351",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.427",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.525",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.526",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.617.1",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.617.2",0.920896192960954,0.886756543396304,0.947368165593496,18041,19323,303,337.248492109353,0.0606116221971916,0,0
"USA",2021-12-11,"B.1.617.3",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.620",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.621",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"B.1.640",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"C.16",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"C.36",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"C.37",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"Other",0.0026694204772032,0.00157566088936267,0.00423000631265713,42,19323,303,6641.14176715922,0.00265434542329446,0,0
"USA",2021-12-11,"P.1",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"P.2",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-11,"P.3",0,NA,NA,0,19323,303,NA,NA,1,1
"USA",2021-12-18,"A.23.1",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"A.27",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"A.28",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"B.1.1.318",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"B.1.1.519",0.000212608287481056,2.05694899284615e-05,0.000829044337567904,2,21072,284,8227.47790078749,0.000808474847639442,1,1
"USA",2021-12-18,"B.1.1.529",0.379525656224267,0.328129998336198,0.433006055712193,7782,21072,284,345.410463770152,0.104876057375995,0,0
"USA",2021-12-18,"B.1.1.7",4.64011227406031e-05,9.56512199714519e-07,0.000270047057783598,1,21072,284,20236.5846843536,0.000269090545583883,1,1
"USA",2021-12-18,"B.1.214.2",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"B.1.351",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"B.1.427",0,NA,NA,0,21072,284,NA,NA,1,1
"USA",2021-12-18,"B.1.525",0,NA,NA,0,21072,284,NA,NA,1,1
