Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"December 18, 2021",VOC,weighted,7,BA.2.12.1,NA,0
"December 25, 2021",VOC,weighted,7,BA.2.12.1,NA,0
"January 1, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"January 8, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"January 15, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"January 22, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"January 29, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"February 5, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"February 12, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"February 19, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"February 26, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"March 5, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"March 12, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"March 19, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"March 26, 2022",VOC,weighted,7,BA.2.12.1,NA,0
"April 2, 2022",VOC,weighted,7,BA.2.12.1,0.4-4.3%,0.016893972
"April 9, 2022",VOC,weighted,7,BA.2.12.1,11.5-45.3%,0.258111686
"April 16, 2022",VOC,weighted,7,BA.2.12.1,12.3-23.0%,0.171405539
"April 23, 2022",VOC,weighted,7,BA.2.12.1,17.1-37.1%,0.262221873
"May 8, 2021",VOC,weighted,8,B.1.1.529,NA,0
"May 15, 2021",VOC,weighted,8,B.1.1.529,NA,0
"May 22, 2021",VOC,weighted,8,B.1.1.529,NA,0
"May 29, 2021",VOC,weighted,8,B.1.1.529,NA,0
"June 5, 2021",VOC,weighted,8,B.1.1.529,NA,0
"June 12, 2021",VOC,weighted,8,B.1.1.529,NA,0
"June 19, 2021",VOC,weighted,8,B.1.1.529,NA,0
"June 26, 2021",VOC,weighted,8,B.1.1.529,NA,0
"July 3, 2021",VOC,weighted,8,B.1.1.529,NA,0
"July 10, 2021",VOC,weighted,8,B.1.1.529,NA,0
"July 17, 2021",VOC,weighted,8,B.1.1.529,NA,0
"July 24, 2021",VOC,weighted,8,B.1.1.529,NA,0
"July 31, 2021",VOC,weighted,8,B.1.1.529,NA,0
"August 7, 2021",VOC,weighted,8,B.1.1.529,NA,0
"August 14, 2021",VOC,weighted,8,B.1.1.529,NA,0
"August 21, 2021",VOC,weighted,8,B.1.1.529,NA,0
"August 28, 2021",VOC,weighted,8,B.1.1.529,NA,0
"September 4, 2021",VOC,weighted,8,B.1.1.529,NA,0
"September 11, 2021",VOC,weighted,8,B.1.1.529,NA,0
"September 18, 2021",VOC,weighted,8,B.1.1.529,NA,0
"September 25, 2021",VOC,weighted,8,B.1.1.529,NA,0
"October 2, 2021",VOC,weighted,8,B.1.1.529,NA,0
"October 9, 2021",VOC,weighted,8,B.1.1.529,NA,0
"October 16, 2021",VOC,weighted,8,B.1.1.529,NA,0
"October 23, 2021",VOC,weighted,8,B.1.1.529,NA,0
"October 30, 2021",VOC,weighted,8,B.1.1.529,0.0-0.1%,0.000158459
"November 6, 2021",VOC,weighted,8,B.1.1.529,NA,0
"November 13, 2021",VOC,weighted,8,B.1.1.529,NA,0
"November 20, 2021",VOC,weighted,8,B.1.1.529,0.0-0.2%,0.000368154
"November 27, 2021",VOC,weighted,8,B.1.1.529,0.0-0.9%,0.002869329
"December 4, 2021",VOC,weighted,8,B.1.1.529,0.0-0.3%,0.001319751
"December 11, 2021",VOC,weighted,8,B.1.1.529,0.7-2.9%,0.015487086
"December 18, 2021",VOC,weighted,8,B.1.1.529,9.5-39.5%,0.218754485
"December 25, 2021",VOC,weighted,8,B.1.1.529,50.4-80.8%,0.669087291
"January 1, 2022",VOC,weighted,8,B.1.1.529,80.9-93.0%,0.878636777
"January 8, 2022",VOC,weighted,8,B.1.1.529,93.7-96.9%,0.954803765
"January 15, 2022",VOC,weighted,8,B.1.1.529,97.8-99.1%,0.985967636
"January 22, 2022",VOC,weighted,8,B.1.1.529,97.9-99.4%,0.987917125
"January 29, 2022",VOC,weighted,8,B.1.1.529,98.1-99.2%,0.987438858
"February 5, 2022",VOC,weighted,8,B.1.1.529,98.5-99.4%,0.990155041
"February 12, 2022",VOC,weighted,8,B.1.1.529,98.2-98.8%,0.985147536
"February 19, 2022",VOC,weighted,8,B.1.1.529,97.5-98.4%,0.979749501
"February 26, 2022",VOC,weighted,8,B.1.1.529,95.4-97.4%,0.965291739
"March 5, 2022",VOC,weighted,8,B.1.1.529,83.2-93.6%,0.892276466
"March 12, 2022",VOC,weighted,8,B.1.1.529,74.2-83.9%,0.793444633
"March 19, 2022",VOC,weighted,8,B.1.1.529,63.0-75.8%,0.696806729
"March 26, 2022",VOC,weighted,8,B.1.1.529,41.8-59.9%,0.508279860
"April 2, 2022",VOC,weighted,8,B.1.1.529,23.4-36.9%,0.298266590
"April 9, 2022",VOC,weighted,8,B.1.1.529,14.0-23.3%,0.183201164
"April 16, 2022",VOC,weighted,8,B.1.1.529,6.2-14.1%,0.096141152
"April 23, 2022",VOC,weighted,8,B.1.1.529,4.2-9.8%,0.066297390
"May 8, 2021",VOC,weighted,8,BA.2,NA,0
"May 15, 2021",VOC,weighted,8,BA.2,NA,0
"May 22, 2021",VOC,weighted,8,BA.2,NA,0
"May 29, 2021",VOC,weighted,8,BA.2,NA,0
"June 5, 2021",VOC,weighted,8,BA.2,NA,0
"June 12, 2021",VOC,weighted,8,BA.2,NA,0
"June 19, 2021",VOC,weighted,8,BA.2,NA,0
"June 26, 2021",VOC,weighted,8,BA.2,NA,0
"July 3, 2021",VOC,weighted,8,BA.2,NA,0
"July 10, 2021",VOC,weighted,8,BA.2,NA,0
"July 17, 2021",VOC,weighted,8,BA.2,NA,0
"July 24, 2021",VOC,weighted,8,BA.2,NA,0
"July 31, 2021",VOC,weighted,8,BA.2,NA,0
"August 7, 2021",VOC,weighted,8,BA.2,NA,0
"August 14, 2021",VOC,weighted,8,BA.2,NA,0
"August 21, 2021",VOC,weighted,8,BA.2,NA,0
"August 28, 2021",VOC,weighted,8,BA.2,NA,0
"September 4, 2021",VOC,weighted,8,BA.2,NA,0
"September 11, 2021",VOC,weighted,8,BA.2,NA,0
"September 18, 2021",VOC,weighted,8,BA.2,NA,0
"September 25, 2021",VOC,weighted,8,BA.2,NA,0
"October 2, 2021",VOC,weighted,8,BA.2,NA,0
"October 9, 2021",VOC,weighted,8,BA.2,NA,0
"October 16, 2021",VOC,weighted,8,BA.2,NA,0
"October 23, 2021",VOC,weighted,8,BA.2,NA,0
"October 30, 2021",VOC,weighted,8,BA.2,NA,0
"November 6, 2021",VOC,weighted,8,BA.2,NA,0
"November 13, 2021",VOC,weighted,8,BA.2,NA,0
"November 20, 2021",VOC,weighted,8,BA.2,NA,0
"November 27, 2021",VOC,weighted,8,BA.2,NA,0
"December 4, 2021",VOC,weighted,8,BA.2,NA,0
"December 11, 2021",VOC,weighted,8,BA.2,NA,0
"December 18, 2021",VOC,weighted,8,BA.2,0.0-3.1%,0.004480922
"December 25, 2021",VOC,weighted,8,BA.2,NA,0
"January 1, 2022",VOC,weighted,8,BA.2,NA,0
"January 8, 2022",VOC,weighted,8,BA.2,0.0-0.1%,6.414821837e-05
"January 15, 2022",VOC,weighted,8,BA.2,0.0-0.5%,0.001555181
"January 22, 2022",VOC,weighted,8,BA.2,0.1-0.5%,0.002670087
"January 29, 2022",VOC,weighted,8,BA.2,0.2-0.6%,0.003223162
"February 5, 2022",VOC,weighted,8,BA.2,0.5-0.8%,0.006454988
"February 12, 2022",VOC,weighted,8,BA.2,0.6-1.8%,0.010918798
"February 19, 2022",VOC,weighted,8,BA.2,1.2-2.0%,0.015554397
"February 26, 2022",VOC,weighted,8,BA.2,2.1-3.8%,0.028827215
"March 5, 2022",VOC,weighted,8,BA.2,6.0-16.5%,0.104574271
"March 12, 2022",VOC,weighted,8,BA.2,15.8-25.8%,0.204623744
"March 19, 2022",VOC,weighted,8,BA.2,23.5-35.8%,0.293440878
"March 26, 2022",VOC,weighted,8,BA.2,38.6-54.6%,0.465654999
"April 2, 2022",VOC,weighted,8,BA.2,59.5-72.3%,0.660914958
"April 9, 2022",VOC,weighted,8,BA.2,68.5-78.0%,0.734649122
"April 16, 2022",VOC,weighted,8,BA.2,76.8-83.4%,0.802316248
"April 23, 2022",VOC,weighted,8,BA.2,67.1-74.7%,0.709644616
"May 8, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"May 15, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"May 22, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"May 29, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"June 5, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"June 12, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"June 19, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"June 26, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"July 3, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"July 10, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"July 17, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"July 24, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"July 31, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"August 7, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"August 14, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"August 21, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"August 28, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"September 4, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"September 11, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"September 18, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"September 25, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"October 2, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"October 9, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"October 16, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"October 23, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"October 30, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"November 6, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"November 13, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"November 20, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"November 27, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"December 4, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"December 11, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"December 18, 2021",VOC,weighted,8,BA.2.12.1,0.0-0.5%,0.000672138
"December 25, 2021",VOC,weighted,8,BA.2.12.1,NA,0
"January 1, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"January 8, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"January 15, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"January 22, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"January 29, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"February 5, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"February 12, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"February 19, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"February 26, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"March 5, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"March 12, 2022",VOC,weighted,8,BA.2.12.1,NA,0
"March 19, 2022",VOC,weighted,8,BA.2.12.1,0.3-1.7%,0.007739086
"March 26, 2022",VOC,weighted,8,BA.2.12.1,1.0-4.4%,0.022656448
"April 2, 2022",VOC,weighted,8,BA.2.12.1,2.4-5.4%,0.036758430
"April 9, 2022",VOC,weighted,8,BA.2.12.1,5.5-10.4%,0.077077322
"April 16, 2022",VOC,weighted,8,BA.2.12.1,6.4-15.0%,0.101542577
"April 23, 2022",VOC,weighted,8,BA.2.12.1,18.3-26.2%,0.220489115
"May 8, 2021",VOC,weighted,9,B.1.1.529,NA,0
"May 15, 2021",VOC,weighted,9,B.1.1.529,0.0-2.3%,0.003099005
"May 22, 2021",VOC,weighted,9,B.1.1.529,0.0-4.7%,0.006223256
"May 29, 2021",VOC,weighted,9,B.1.1.529,0.0-5.8%,0.007755471
"June 5, 2021",VOC,weighted,9,B.1.1.529,0.0-4.3%,0.005664209
"June 12, 2021",VOC,weighted,9,B.1.1.529,0.0-1.9%,0.002514905
"June 19, 2021",VOC,weighted,9,B.1.1.529,0.0-5.2%,0.007019897
"June 26, 2021",VOC,weighted,9,B.1.1.529,0.0-2.0%,0.002710819
"July 3, 2021",VOC,weighted,9,B.1.1.529,NA,0
"July 10, 2021",VOC,weighted,9,B.1.1.529,NA,0
"July 17, 2021",VOC,weighted,9,B.1.1.529,NA,0
"July 24, 2021",VOC,weighted,9,B.1.1.529,NA,0
"July 31, 2021",VOC,weighted,9,B.1.1.529,NA,0
"August 7, 2021",VOC,weighted,9,B.1.1.529,NA,0
"August 14, 2021",VOC,weighted,9,B.1.1.529,NA,0
"August 21, 2021",VOC,weighted,9,B.1.1.529,NA,0
"August 28, 2021",VOC,weighted,9,B.1.1.529,NA,0
"September 4, 2021",VOC,weighted,9,B.1.1.529,NA,0
"September 11, 2021",VOC,weighted,9,B.1.1.529,0.0-0.1%,7.936449401e-05
"September 18, 2021",VOC,weighted,9,B.1.1.529,NA,0
"September 25, 2021",VOC,weighted,9,B.1.1.529,NA,0
"October 2, 2021",VOC,weighted,9,B.1.1.529,NA,0
"October 9, 2021",VOC,weighted,9,B.1.1.529,NA,0
"October 16, 2021",VOC,weighted,9,B.1.1.529,NA,0
"October 23, 2021",VOC,weighted,9,B.1.1.529,NA,0
"October 30, 2021",VOC,weighted,9,B.1.1.529,0.0-0.0%,6.892981037e-05
"November 6, 2021",VOC,weighted,9,B.1.1.529,NA,0
"November 13, 2021",VOC,weighted,9,B.1.1.529,NA,0
"November 20, 2021",VOC,weighted,9,B.1.1.529,0.0-0.1%,7.029744302e-05
"November 27, 2021",VOC,weighted,9,B.1.1.529,0.0-0.1%,0.000466347
"December 4, 2021",VOC,weighted,9,B.1.1.529,0.1-0.3%,0.001676040
"December 11, 2021",VOC,weighted,9,B.1.1.529,1.4-6.3%,0.032158744
"December 18, 2021",VOC,weighted,9,B.1.1.529,11.8-51.3%,0.286148101
"December 25, 2021",VOC,weighted,9,B.1.1.529,60.5-88.5%,0.765720367
"January 1, 2022",VOC,weighted,9,B.1.1.529,83.3-94.2%,0.896616638
"January 8, 2022",VOC,weighted,9,B.1.1.529,95.2-98.0%,0.968125165
"January 15, 2022",VOC,weighted,9,B.1.1.529,97.2-98.5%,0.979268193
"January 22, 2022",VOC,weighted,9,B.1.1.529,97.8-99.2%,0.986049891
"January 29, 2022",VOC,weighted,9,B.1.1.529,96.7-99.0%,0.980667531
"February 5, 2022",VOC,weighted,9,B.1.1.529,96.7-98.9%,0.980072021
"February 12, 2022",VOC,weighted,9,B.1.1.529,94.6-98.1%,0.966332495
"February 19, 2022",VOC,weighted,9,B.1.1.529,91.8-96.1%,0.942323625
"February 26, 2022",VOC,weighted,9,B.1.1.529,87.3-92.5%,0.901104629
"March 5, 2022",VOC,weighted,9,B.1.1.529,80.6-86.0%,0.834082127
"March 12, 2022",VOC,weighted,9,B.1.1.529,64.7-76.8%,0.710489273
"March 19, 2022",VOC,weighted,9,B.1.1.529,49.4-60.9%,0.552154243
"March 26, 2022",VOC,weighted,9,B.1.1.529,30.8-40.7%,0.356590480
"April 2, 2022",VOC,weighted,9,B.1.1.529,17.7-23.7%,0.205801681
"April 9, 2022",VOC,weighted,9,B.1.1.529,9.2-13.1%,0.110136025
"April 16, 2022",VOC,weighted,9,B.1.1.529,4.6-6.9%,0.056523021
"April 23, 2022",VOC,weighted,9,B.1.1.529,1.5-5.4%,0.030358121
"May 8, 2021",VOC,weighted,9,BA.2,NA,0
"May 15, 2021",VOC,weighted,9,BA.2,NA,0
"May 22, 2021",VOC,weighted,9,BA.2,NA,0
"May 29, 2021",VOC,weighted,9,BA.2,NA,0
"June 5, 2021",VOC,weighted,9,BA.2,NA,0
"June 12, 2021",VOC,weighted,9,BA.2,NA,0
"June 19, 2021",VOC,weighted,9,BA.2,NA,0
"June 26, 2021",VOC,weighted,9,BA.2,NA,0
"July 3, 2021",VOC,weighted,9,BA.2,NA,0
"July 10, 2021",VOC,weighted,9,BA.2,NA,0
"July 17, 2021",VOC,weighted,9,BA.2,NA,0
"July 24, 2021",VOC,weighted,9,BA.2,NA,0
"July 31, 2021",VOC,weighted,9,BA.2,NA,0
"August 7, 2021",VOC,weighted,9,BA.2,NA,0
"August 14, 2021",VOC,weighted,9,BA.2,NA,0
"August 21, 2021",VOC,weighted,9,BA.2,NA,0
"August 28, 2021",VOC,weighted,9,BA.2,NA,0
"September 4, 2021",VOC,weighted,9,BA.2,NA,0
"September 11, 2021",VOC,weighted,9,BA.2,NA,0
"September 18, 2021",VOC,weighted,9,BA.2,NA,0
"September 25, 2021",VOC,weighted,9,BA.2,NA,0
"October 2, 2021",VOC,weighted,9,BA.2,NA,0
"October 9, 2021",VOC,weighted,9,BA.2,NA,0
"October 16, 2021",VOC,weighted,9,BA.2,NA,0
"October 23, 2021",VOC,weighted,9,BA.2,NA,0
"October 30, 2021",VOC,weighted,9,BA.2,NA,0
"November 6, 2021",VOC,weighted,9,BA.2,NA,0
"November 13, 2021",VOC,weighted,9,BA.2,NA,0
"November 20, 2021",VOC,weighted,9,BA.2,NA,0
"November 27, 2021",VOC,weighted,9,BA.2,NA,0
"December 4, 2021",VOC,weighted,9,BA.2,NA,0
"December 11, 2021",VOC,weighted,9,BA.2,NA,0
"December 18, 2021",VOC,weighted,9,BA.2,NA,0
"December 25, 2021",VOC,weighted,9,BA.2,NA,0
"January 1, 2022",VOC,weighted,9,BA.2,0.0-0.1%,0.000394695
"January 8, 2022",VOC,weighted,9,BA.2,0.1-0.2%,0.001261120
"January 15, 2022",VOC,weighted,9,BA.2,0.2-0.6%,0.003759267
"January 22, 2022",VOC,weighted,9,BA.2,0.5-1.3%,0.008580242
"January 29, 2022",VOC,weighted,9,BA.2,0.8-2.6%,0.014956898
"February 5, 2022",VOC,weighted,9,BA.2,0.9-3.0%,0.017546669
"February 12, 2022",VOC,weighted,9,BA.2,1.8-5.3%,0.032343980
"February 19, 2022",VOC,weighted,9,BA.2,3.7-7.9%,0.055368610
"February 26, 2022",VOC,weighted,9,BA.2,7.3-12.3%,0.095777839
"March 5, 2022",VOC,weighted,9,BA.2,13.7-19.3%,0.163515002
"March 12, 2022",VOC,weighted,9,BA.2,23.0-35.3%,0.288911313
"March 19, 2022",VOC,weighted,9,BA.2,38.3-50.2%,0.441901803
"March 26, 2022",VOC,weighted,9,BA.2,58.6-68.3%,0.635233521
"April 2, 2022",VOC,weighted,9,BA.2,74.3-79.8%,0.771382153
"April 9, 2022",VOC,weighted,9,BA.2,80.9-85.4%,0.832134724
"April 16, 2022",VOC,weighted,9,BA.2,83.6-86.7%,0.851991117
"April 23, 2022",VOC,weighted,9,BA.2,79.2-85.1%,0.822730184
"May 8, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"May 15, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"May 22, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"May 29, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"June 5, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"June 12, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"June 19, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"June 26, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"July 3, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"July 10, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"July 17, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"July 24, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"July 31, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"August 7, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"August 14, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"August 21, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"August 28, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"September 4, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"September 11, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"September 18, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"September 25, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"October 2, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"October 9, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"October 16, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"October 23, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"October 30, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"November 6, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"November 13, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"November 20, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"November 27, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"December 4, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"December 11, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"December 18, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"December 25, 2021",VOC,weighted,9,BA.2.12.1,NA,0
"January 1, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"January 8, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"January 15, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"January 22, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"January 29, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"February 5, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"February 12, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"February 19, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"February 26, 2022",VOC,weighted,9,BA.2.12.1,0.0-0.3%,0.000341836
"March 5, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"March 12, 2022",VOC,weighted,9,BA.2.12.1,NA,0
"March 19, 2022",VOC,weighted,9,BA.2.12.1,0.0-0.6%,0.001716060
"March 26, 2022",VOC,weighted,9,BA.2.12.1,0.2-1.6%,0.006955872
"April 2, 2022",VOC,weighted,9,BA.2.12.1,1.1-2.7%,0.017385149
"April 9, 2022",VOC,weighted,9,BA.2.12.1,3.6-7.0%,0.051017027
"April 16, 2022",VOC,weighted,9,BA.2.12.1,7.0-9.7%,0.082341880
"April 23, 2022",VOC,weighted,9,BA.2.12.1,11.2-17.3%,0.140597507
"May 8, 2021",VOC,weighted,10,B.1.1.529,NA,0
"May 15, 2021",VOC,weighted,10,B.1.1.529,NA,0
"May 22, 2021",VOC,weighted,10,B.1.1.529,NA,0
"May 29, 2021",VOC,weighted,10,B.1.1.529,NA,0
"June 5, 2021",VOC,weighted,10,B.1.1.529,NA,0
"June 12, 2021",VOC,weighted,10,B.1.1.529,NA,0
"June 19, 2021",VOC,weighted,10,B.1.1.529,NA,0
"June 26, 2021",VOC,weighted,10,B.1.1.529,NA,0
"July 3, 2021",VOC,weighted,10,B.1.1.529,NA,0
"July 10, 2021",VOC,weighted,10,B.1.1.529,NA,0
"July 17, 2021",VOC,weighted,10,B.1.1.529,NA,0
"July 24, 2021",VOC,weighted,10,B.1.1.529,NA,0
"July 31, 2021",VOC,weighted,10,B.1.1.529,NA,0
"August 7, 2021",VOC,weighted,10,B.1.1.529,NA,0
"August 14, 2021",VOC,weighted,10,B.1.1.529,NA,0
"August 21, 2021",VOC,weighted,10,B.1.1.529,NA,0
"August 28, 2021",VOC,weighted,10,B.1.1.529,NA,0
"September 4, 2021",VOC,weighted,10,B.1.1.529,NA,0
"September 11, 2021",VOC,weighted,10,B.1.1.529,NA,0
"September 18, 2021",VOC,weighted,10,B.1.1.529,NA,0
"September 25, 2021",VOC,weighted,10,B.1.1.529,NA,0
"October 2, 2021",VOC,weighted,10,B.1.1.529,NA,0
"October 9, 2021",VOC,weighted,10,B.1.1.529,NA,0
"October 16, 2021",VOC,weighted,10,B.1.1.529,NA,0
"October 23, 2021",VOC,weighted,10,B.1.1.529,NA,0
"October 30, 2021",VOC,weighted,10,B.1.1.529,NA,0
"November 6, 2021",VOC,weighted,10,B.1.1.529,NA,0
"November 13, 2021",VOC,weighted,10,B.1.1.529,NA,0
"November 20, 2021",VOC,weighted,10,B.1.1.529,0.0-0.6%,0.000927613
"November 27, 2021",VOC,weighted,10,B.1.1.529,NA,0
"December 4, 2021",VOC,weighted,10,B.1.1.529,NA,0
"December 11, 2021",VOC,weighted,10,B.1.1.529,2.0-22.8%,0.087658077
"December 18, 2021",VOC,weighted,10,B.1.1.529,18.8-61.0%,0.382893682
"December 25, 2021",VOC,weighted,10,B.1.1.529,60.5-84.5%,0.738040686
"January 1, 2022",VOC,weighted,10,B.1.1.529,86.2-94.6%,0.910130084
"January 8, 2022",VOC,weighted,10,B.1.1.529,93.7-97.7%,0.960340500
"January 15, 2022",VOC,weighted,10,B.1.1.529,96.9-98.1%,0.975611866
"January 22, 2022",VOC,weighted,10,B.1.1.529,97.8-98.7%,0.983018041
"January 29, 2022",VOC,weighted,10,B.1.1.529,95.3-98.7%,0.973943889
"February 5, 2022",VOC,weighted,10,B.1.1.529,96.8-99.3%,0.983937860
"February 12, 2022",VOC,weighted,10,B.1.1.529,91.9-98.0%,0.956507266
"February 19, 2022",VOC,weighted,10,B.1.1.529,92.2-96.6%,0.947346628
"February 26, 2022",VOC,weighted,10,B.1.1.529,89.1-95.3%,0.926189601
"March 5, 2022",VOC,weighted,10,B.1.1.529,76.2-89.3%,0.834982157
"March 12, 2022",VOC,weighted,10,B.1.1.529,63.7-82.8%,0.741055667
"March 19, 2022",VOC,weighted,10,B.1.1.529,47.8-74.3%,0.616583347
"March 26, 2022",VOC,weighted,10,B.1.1.529,23.1-39.2%,0.307439446
"April 2, 2022",VOC,weighted,10,B.1.1.529,15.1-24.7%,0.195636526
"April 9, 2022",VOC,weighted,10,B.1.1.529,9.8-15.3%,0.123389080
"April 16, 2022",VOC,weighted,10,B.1.1.529,3.9-7.0%,0.052581660
"April 23, 2022",VOC,weighted,10,B.1.1.529,1.4-7.7%,0.036533795
"May 8, 2021",VOC,weighted,10,BA.2,NA,0
"May 15, 2021",VOC,weighted,10,BA.2,NA,0
"May 22, 2021",VOC,weighted,10,BA.2,NA,0
"May 29, 2021",VOC,weighted,10,BA.2,NA,0
"June 5, 2021",VOC,weighted,10,BA.2,NA,0
"June 12, 2021",VOC,weighted,10,BA.2,NA,0
"June 19, 2021",VOC,weighted,10,BA.2,NA,0
"June 26, 2021",VOC,weighted,10,BA.2,NA,0
"July 3, 2021",VOC,weighted,10,BA.2,NA,0
"July 10, 2021",VOC,weighted,10,BA.2,NA,0
"July 17, 2021",VOC,weighted,10,BA.2,NA,0
"July 24, 2021",VOC,weighted,10,BA.2,NA,0
"July 31, 2021",VOC,weighted,10,BA.2,NA,0
"August 7, 2021",VOC,weighted,10,BA.2,NA,0
"August 14, 2021",VOC,weighted,10,BA.2,NA,0
"August 21, 2021",VOC,weighted,10,BA.2,NA,0
"August 28, 2021",VOC,weighted,10,BA.2,NA,0
"September 4, 2021",VOC,weighted,10,BA.2,NA,0
"September 11, 2021",VOC,weighted,10,BA.2,NA,0
"September 18, 2021",VOC,weighted,10,BA.2,NA,0
"September 25, 2021",VOC,weighted,10,BA.2,NA,0
"October 2, 2021",VOC,weighted,10,BA.2,NA,0
"October 9, 2021",VOC,weighted,10,BA.2,NA,0
"October 16, 2021",VOC,weighted,10,BA.2,NA,0
"October 23, 2021",VOC,weighted,10,BA.2,NA,0
"October 30, 2021",VOC,weighted,10,BA.2,NA,0
"November 6, 2021",VOC,weighted,10,BA.2,NA,0
