Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"August 28, 2021",VBM,weighted,1,B.1.617.2,97.5-99.7%,0.989770412
"September 4, 2021",VBM,weighted,1,B.1.617.2,99.1-99.8%,0.995529771
"September 11, 2021",VBM,weighted,1,B.1.617.2,99.7-99.9%,0.998534739
"September 18, 2021",VBM,weighted,1,B.1.617.2,99.5-99.9%,0.998023391
"September 25, 2021",VBM,weighted,1,B.1.617.2,98.7-99.9%,0.995554030
"October 2, 2021",VBM,weighted,1,B.1.617.2,97.5-99.9%,0.992547512
"October 9, 2021",VBM,weighted,1,B.1.617.2,98.8-99.9%,0.996097326
"October 16, 2021",VBM,weighted,1,B.1.617.2,99.2-99.9%,0.997094750
"October 23, 2021",VBM,weighted,1,B.1.617.2,98.4-99.9%,0.994921446
"October 30, 2021",VBM,weighted,1,B.1.617.2,98.2-99.9%,0.993498683
"November 6, 2021",VBM,weighted,1,B.1.617.2,98.6-99.9%,0.995203018
"November 13, 2021",VBM,weighted,1,B.1.617.2,98.0-99.8%,0.992329478
"November 20, 2021",VBM,weighted,1,B.1.617.2,97.3-99.7%,0.989416838
"November 27, 2021",VBM,weighted,1,B.1.617.2,97.7-99.8%,0.991588056
"December 4, 2021",VBM,weighted,1,B.1.617.2,99.0-99.8%,0.994830191
"December 11, 2021",VBM,weighted,1,B.1.617.2,97.3-98.7%,0.981073916
"December 18, 2021",VBM,weighted,1,B.1.617.2,75.6-85.5%,0.808952391
"December 25, 2021",VBM,weighted,1,B.1.617.2,35.2-49.1%,0.420402467
"January 1, 2022",VBM,weighted,1,B.1.617.2,9.2-19.5%,0.137862831
"January 8, 2022",VBM,weighted,1,B.1.617.2,3.5-7.3%,0.051385105
"January 15, 2022",VBM,weighted,1,B.1.617.2,1.3-3.3%,0.021027209
"January 22, 2022",VBM,weighted,1,B.1.617.2,0.6-2.2%,0.012145923
"January 29, 2022",VBM,weighted,1,B.1.617.2,0.2-0.8%,0.004307566
"February 5, 2022",VBM,weighted,1,B.1.617.2,0.2-0.8%,0.003940633
"February 12, 2022",VBM,weighted,1,B.1.617.2,0.0-3.9%,0.008350495
"February 19, 2022",VBM,weighted,1,B.1.617.2,0.0-1.6%,0.003740031
"February 26, 2022",VBM,weighted,1,B.1.617.2,0.0-0.6%,0.001693413
"March 5, 2022",VBM,weighted,1,B.1.617.2,0.0-0.9%,0.001681424
"March 12, 2022",VBM,weighted,1,B.1.617.2,0.0-0.3%,0.000977078
"March 19, 2022",VBM,weighted,1,B.1.617.2,NA,0
"March 26, 2022",VBM,weighted,1,B.1.617.2,0.0-0.6%,0.000953045
"April 2, 2022",VBM,weighted,1,B.1.617.2,NA,0
"April 9, 2022",VBM,weighted,1,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,1,B.1.617.2,NA,0
"April 23, 2022",VBM,weighted,1,B.1.617.2,NA,0
"May 8, 2021",VBM,weighted,2,B.1.617.2,0.8-3.1%,0.016347749
"May 15, 2021",VBM,weighted,2,B.1.617.2,1.8-5.9%,0.034698233
"May 22, 2021",VBM,weighted,2,B.1.617.2,1.4-7.9%,0.037123777
"May 29, 2021",VBM,weighted,2,B.1.617.2,2.3-14.6%,0.066731192
"June 5, 2021",VBM,weighted,2,B.1.617.2,5.3-23.8%,0.125481412
"June 12, 2021",VBM,weighted,2,B.1.617.2,18.0-37.3%,0.268376201
"June 19, 2021",VBM,weighted,2,B.1.617.2,28.3-47.1%,0.373512119
"June 26, 2021",VBM,weighted,2,B.1.617.2,39.7-69.2%,0.547827125
"July 3, 2021",VBM,weighted,2,B.1.617.2,58.7-79.1%,0.695859253
"July 10, 2021",VBM,weighted,2,B.1.617.2,69.3-89.8%,0.810650110
"July 17, 2021",VBM,weighted,2,B.1.617.2,80.2-90.0%,0.856015623
"July 24, 2021",VBM,weighted,2,B.1.617.2,94.2-96.4%,0.953717470
"July 31, 2021",VBM,weighted,2,B.1.617.2,95.1-98.2%,0.969376266
"August 7, 2021",VBM,weighted,2,B.1.617.2,96.7-98.6%,0.977579534
"August 14, 2021",VBM,weighted,2,B.1.617.2,98.1-99.6%,0.990278840
"August 21, 2021",VBM,weighted,2,B.1.617.2,98.0-99.6%,0.990497530
"August 28, 2021",VBM,weighted,2,B.1.617.2,93.0-99.5%,0.975812793
"September 4, 2021",VBM,weighted,2,B.1.617.2,97.1-99.6%,0.987965465
"September 11, 2021",VBM,weighted,2,B.1.617.2,99.4-99.9%,0.997370422
"September 18, 2021",VBM,weighted,2,B.1.617.2,96.2-99.9%,0.988878787
"September 25, 2021",VBM,weighted,2,B.1.617.2,99.1-99.8%,0.995247304
"October 2, 2021",VBM,weighted,2,B.1.617.2,97.3-99.8%,0.990021348
"October 9, 2021",VBM,weighted,2,B.1.617.2,97.7-99.7%,0.990802884
"October 16, 2021",VBM,weighted,2,B.1.617.2,99.1-99.9%,0.996182621
"October 23, 2021",VBM,weighted,2,B.1.617.2,98.0-99.8%,0.992892981
"October 30, 2021",VBM,weighted,2,B.1.617.2,98.3-99.9%,0.994445920
"November 6, 2021",VBM,weighted,2,B.1.617.2,96.1-99.6%,0.984274983
"November 13, 2021",VBM,weighted,2,B.1.617.2,96.2-99.5%,0.983943760
"November 20, 2021",VBM,weighted,2,B.1.617.2,94.4-99.4%,0.977428794
"November 27, 2021",VBM,weighted,2,B.1.617.2,95.5-99.5%,0.982531369
"December 4, 2021",VBM,weighted,2,B.1.617.2,94.8-99.1%,0.975386739
"December 11, 2021",VBM,weighted,2,B.1.617.2,62.0-91.6%,0.796149135
"December 18, 2021",VBM,weighted,2,B.1.617.2,31.4-56.7%,0.437406808
"December 25, 2021",VBM,weighted,2,B.1.617.2,7.7-26.0%,0.152799025
"January 1, 2022",VBM,weighted,2,B.1.617.2,5.5-11.4%,0.081055999
"January 8, 2022",VBM,weighted,2,B.1.617.2,1.2-9.7%,0.040046073
"January 15, 2022",VBM,weighted,2,B.1.617.2,1.0-3.2%,0.019013461
"January 22, 2022",VBM,weighted,2,B.1.617.2,0.4-1.3%,0.007311835
"January 29, 2022",VBM,weighted,2,B.1.617.2,0.1-1.1%,0.004376899
"February 5, 2022",VBM,weighted,2,B.1.617.2,0.1-1.3%,0.003806378
"February 12, 2022",VBM,weighted,2,B.1.617.2,0.1-0.7%,0.002817878
"February 19, 2022",VBM,weighted,2,B.1.617.2,0.0-0.4%,0.000453479
"February 26, 2022",VBM,weighted,2,B.1.617.2,0.1-0.7%,0.002852368
"March 5, 2022",VBM,weighted,2,B.1.617.2,0.0-0.8%,0.002401928
"March 12, 2022",VBM,weighted,2,B.1.617.2,0.0-0.5%,0.000612246
"March 19, 2022",VBM,weighted,2,B.1.617.2,0.0-0.3%,0.000377378
"March 26, 2022",VBM,weighted,2,B.1.617.2,NA,0
"April 2, 2022",VBM,weighted,2,B.1.617.2,NA,0
"April 9, 2022",VBM,weighted,2,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,2,B.1.617.2,NA,0
"April 23, 2022",VBM,weighted,2,B.1.617.2,NA,0
"May 8, 2021",VBM,weighted,3,B.1.617.2,0.3-1.4%,0.006933714
"May 15, 2021",VBM,weighted,3,B.1.617.2,0.4-2.0%,0.010181197
"May 22, 2021",VBM,weighted,3,B.1.617.2,1.2-3.6%,0.021547748
"May 29, 2021",VBM,weighted,3,B.1.617.2,1.3-4.5%,0.025108732
"June 5, 2021",VBM,weighted,3,B.1.617.2,3.0-8.9%,0.053754982
"June 12, 2021",VBM,weighted,3,B.1.617.2,4.5-13.6%,0.082669228
"June 19, 2021",VBM,weighted,3,B.1.617.2,10.3-24.9%,0.166511104
"June 26, 2021",VBM,weighted,3,B.1.617.2,23.1-69.9%,0.458000928
"July 3, 2021",VBM,weighted,3,B.1.617.2,50.7-67.9%,0.594890177
"July 10, 2021",VBM,weighted,3,B.1.617.2,61.4-77.1%,0.696898222
"July 17, 2021",VBM,weighted,3,B.1.617.2,80.6-89.1%,0.852646947
"July 24, 2021",VBM,weighted,3,B.1.617.2,90.2-95.1%,0.929499269
"July 31, 2021",VBM,weighted,3,B.1.617.2,96.7-98.2%,0.975140750
"August 7, 2021",VBM,weighted,3,B.1.617.2,97.5-98.9%,0.983154655
"August 14, 2021",VBM,weighted,3,B.1.617.2,98.5-99.5%,0.991006613
"August 21, 2021",VBM,weighted,3,B.1.617.2,98.7-99.7%,0.993365645
"August 28, 2021",VBM,weighted,3,B.1.617.2,98.1-99.7%,0.991649389
"September 4, 2021",VBM,weighted,3,B.1.617.2,99.1-99.9%,0.996447265
"September 11, 2021",VBM,weighted,3,B.1.617.2,99.3-99.9%,0.997174978
"September 18, 2021",VBM,weighted,3,B.1.617.2,99.3-99.9%,0.997103751
"September 25, 2021",VBM,weighted,3,B.1.617.2,98.3-99.9%,0.993957877
"October 2, 2021",VBM,weighted,3,B.1.617.2,98.5-99.9%,0.994447291
"October 9, 2021",VBM,weighted,3,B.1.617.2,98.6-99.8%,0.993710279
"October 16, 2021",VBM,weighted,3,B.1.617.2,98.3-99.7%,0.992293060
"October 23, 2021",VBM,weighted,3,B.1.617.2,97.4-99.8%,0.990561604
"October 30, 2021",VBM,weighted,3,B.1.617.2,98.5-99.9%,0.994533837
"November 6, 2021",VBM,weighted,3,B.1.617.2,96.4-99.7%,0.986452579
"November 13, 2021",VBM,weighted,3,B.1.617.2,97.3-99.7%,0.989586174
"November 20, 2021",VBM,weighted,3,B.1.617.2,95.3-99.5%,0.981830895
"November 27, 2021",VBM,weighted,3,B.1.617.2,96.0-99.8%,0.988479674
"December 4, 2021",VBM,weighted,3,B.1.617.2,97.9-99.6%,0.990142763
"December 11, 2021",VBM,weighted,3,B.1.617.2,94.6-97.9%,0.965291262
"December 18, 2021",VBM,weighted,3,B.1.617.2,66.3-78.4%,0.726257324
"December 25, 2021",VBM,weighted,3,B.1.617.2,28.6-44.1%,0.360960215
"January 1, 2022",VBM,weighted,3,B.1.617.2,7.7-19.3%,0.126816437
"January 8, 2022",VBM,weighted,3,B.1.617.2,3.8-7.3%,0.053471420
"January 15, 2022",VBM,weighted,3,B.1.617.2,1.9-4.0%,0.028229287
"January 22, 2022",VBM,weighted,3,B.1.617.2,0.5-1.6%,0.009150474
"January 29, 2022",VBM,weighted,3,B.1.617.2,0.4-1.1%,0.007088281
"February 5, 2022",VBM,weighted,3,B.1.617.2,0.1-0.6%,0.002372975
"February 12, 2022",VBM,weighted,3,B.1.617.2,0.0-0.2%,0.000241541
"February 19, 2022",VBM,weighted,3,B.1.617.2,0.0-0.4%,0.001227850
"February 26, 2022",VBM,weighted,3,B.1.617.2,0.0-0.4%,0.000974840
"March 5, 2022",VBM,weighted,3,B.1.617.2,NA,0
"March 12, 2022",VBM,weighted,3,B.1.617.2,0.0-0.6%,0.000916053
"March 19, 2022",VBM,weighted,3,B.1.617.2,NA,0
"March 26, 2022",VBM,weighted,3,B.1.617.2,NA,0
"April 2, 2022",VBM,weighted,3,B.1.617.2,0.0-0.8%,0.001856102
"April 9, 2022",VBM,weighted,3,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,3,B.1.617.2,NA,0
"April 23, 2022",VBM,weighted,3,B.1.617.2,NA,0
"May 8, 2021",VBM,weighted,4,B.1.617.2,1.1-3.0%,0.019025775
"May 15, 2021",VBM,weighted,4,B.1.617.2,0.6-3.0%,0.014590551
"May 22, 2021",VBM,weighted,4,B.1.617.2,1.3-3.7%,0.022789858
"May 29, 2021",VBM,weighted,4,B.1.617.2,1.7-4.6%,0.028840147
"June 5, 2021",VBM,weighted,4,B.1.617.2,3.8-8.9%,0.059397586
"June 12, 2021",VBM,weighted,4,B.1.617.2,12.3-22.2%,0.168257400
"June 19, 2021",VBM,weighted,4,B.1.617.2,21.1-31.2%,0.259324461
"June 26, 2021",VBM,weighted,4,B.1.617.2,38.4-47.0%,0.426374972
"July 3, 2021",VBM,weighted,4,B.1.617.2,58.8-69.0%,0.639910221
"July 10, 2021",VBM,weighted,4,B.1.617.2,74.3-82.0%,0.783206403
"July 17, 2021",VBM,weighted,4,B.1.617.2,83.2-89.5%,0.866090596
"July 24, 2021",VBM,weighted,4,B.1.617.2,92.3-95.0%,0.937774062
"July 31, 2021",VBM,weighted,4,B.1.617.2,94.3-97.1%,0.958839297
"August 7, 2021",VBM,weighted,4,B.1.617.2,94.6-97.8%,0.964193106
"August 14, 2021",VBM,weighted,4,B.1.617.2,97.7-99.1%,0.984966516
"August 21, 2021",VBM,weighted,4,B.1.617.2,96.9-99.2%,0.983662486
"August 28, 2021",VBM,weighted,4,B.1.617.2,96.6-99.2%,0.982019842
"September 4, 2021",VBM,weighted,4,B.1.617.2,97.7-99.5%,0.988148868
"September 11, 2021",VBM,weighted,4,B.1.617.2,98.1-99.6%,0.990217566
"September 18, 2021",VBM,weighted,4,B.1.617.2,97.4-99.3%,0.985581160
"September 25, 2021",VBM,weighted,4,B.1.617.2,98.1-99.4%,0.988428354
"October 2, 2021",VBM,weighted,4,B.1.617.2,97.8-99.4%,0.987969041
"October 9, 2021",VBM,weighted,4,B.1.617.2,97.4-99.1%,0.984172940
"October 16, 2021",VBM,weighted,4,B.1.617.2,98.1-99.7%,0.991268694
"October 23, 2021",VBM,weighted,4,B.1.617.2,96.5-99.2%,0.982128322
"October 30, 2021",VBM,weighted,4,B.1.617.2,97.4-99.4%,0.986411691
"November 6, 2021",VBM,weighted,4,B.1.617.2,95.9-98.8%,0.976258755
"November 13, 2021",VBM,weighted,4,B.1.617.2,96.1-98.9%,0.978152156
"November 20, 2021",VBM,weighted,4,B.1.617.2,95.4-98.9%,0.975653946
"November 27, 2021",VBM,weighted,4,B.1.617.2,97.6-99.6%,0.988969743
"December 4, 2021",VBM,weighted,4,B.1.617.2,96.1-99.3%,0.981744289
"December 11, 2021",VBM,weighted,4,B.1.617.2,82.1-94.1%,0.891574681
"December 18, 2021",VBM,weighted,4,B.1.617.2,34.5-62.1%,0.481689006
"December 25, 2021",VBM,weighted,4,B.1.617.2,11.0-26.4%,0.177554771
"January 1, 2022",VBM,weighted,4,B.1.617.2,3.6-9.1%,0.059071694
"January 8, 2022",VBM,weighted,4,B.1.617.2,1.5-4.5%,0.026775407
"January 15, 2022",VBM,weighted,4,B.1.617.2,0.8-1.9%,0.012702113
"January 22, 2022",VBM,weighted,4,B.1.617.2,0.2-0.6%,0.003656975
"January 29, 2022",VBM,weighted,4,B.1.617.2,0.1-0.4%,0.002512316
"February 5, 2022",VBM,weighted,4,B.1.617.2,0.0-0.2%,0.001094319
"February 12, 2022",VBM,weighted,4,B.1.617.2,0.0-0.3%,0.001207358
"February 19, 2022",VBM,weighted,4,B.1.617.2,0.0-0.2%,0.000289951
"February 26, 2022",VBM,weighted,4,B.1.617.2,0.0-0.4%,0.001047927
"March 5, 2022",VBM,weighted,4,B.1.617.2,0.0-0.2%,0.000551162
"March 12, 2022",VBM,weighted,4,B.1.617.2,0.0-0.6%,0.001939866
"March 19, 2022",VBM,weighted,4,B.1.617.2,0.0-0.7%,0.001250994
"March 26, 2022",VBM,weighted,4,B.1.617.2,NA,0
"April 2, 2022",VBM,weighted,4,B.1.617.2,NA,0
"April 9, 2022",VBM,weighted,4,B.1.617.2,0.0-0.7%,0.001156979
"April 16, 2022",VBM,weighted,4,B.1.617.2,NA,0
"April 23, 2022",VBM,weighted,4,B.1.617.2,NA,0
"May 8, 2021",VBM,weighted,5,B.1.617.2,0.6-1.6%,0.009771263
"May 15, 2021",VBM,weighted,5,B.1.617.2,0.9-2.7%,0.016281225
"May 22, 2021",VBM,weighted,5,B.1.617.2,1.6-4.9%,0.029052300
"May 29, 2021",VBM,weighted,5,B.1.617.2,2.8-9.3%,0.054433122
"June 5, 2021",VBM,weighted,5,B.1.617.2,4.9-17.0%,0.097795591
"June 12, 2021",VBM,weighted,5,B.1.617.2,14.4-24.5%,0.190669522
"June 19, 2021",VBM,weighted,5,B.1.617.2,22.0-41.8%,0.312625170
"June 26, 2021",VBM,weighted,5,B.1.617.2,40.7-60.4%,0.505463779
"July 3, 2021",VBM,weighted,5,B.1.617.2,60.1-72.6%,0.665690005
"July 10, 2021",VBM,weighted,5,B.1.617.2,82.7-88.6%,0.858460903
"July 17, 2021",VBM,weighted,5,B.1.617.2,85.5-92.3%,0.892484903
"July 24, 2021",VBM,weighted,5,B.1.617.2,93.0-96.6%,0.950417042
"July 31, 2021",VBM,weighted,5,B.1.617.2,96.5-98.1%,0.973921657
"August 7, 2021",VBM,weighted,5,B.1.617.2,97.2-98.6%,0.980045021
"August 14, 2021",VBM,weighted,5,B.1.617.2,98.3-99.5%,0.990249753
"August 21, 2021",VBM,weighted,5,B.1.617.2,98.0-99.6%,0.989948809
"August 28, 2021",VBM,weighted,5,B.1.617.2,97.1-99.2%,0.984139323
"September 4, 2021",VBM,weighted,5,B.1.617.2,98.8-99.6%,0.992613971
"September 11, 2021",VBM,weighted,5,B.1.617.2,98.7-99.6%,0.992024124
"September 18, 2021",VBM,weighted,5,B.1.617.2,98.5-99.5%,0.990760505
"September 25, 2021",VBM,weighted,5,B.1.617.2,98.5-99.7%,0.992312253
"October 2, 2021",VBM,weighted,5,B.1.617.2,98.6-99.5%,0.991219878
"October 9, 2021",VBM,weighted,5,B.1.617.2,98.6-99.5%,0.991432965
"October 16, 2021",VBM,weighted,5,B.1.617.2,98.5-99.6%,0.991331458
"October 23, 2021",VBM,weighted,5,B.1.617.2,97.9-99.4%,0.988227069
"October 30, 2021",VBM,weighted,5,B.1.617.2,98.3-99.6%,0.991239011
"November 6, 2021",VBM,weighted,5,B.1.617.2,97.0-99.2%,0.983803034
"November 13, 2021",VBM,weighted,5,B.1.617.2,96.6-99.1%,0.981389046
"November 20, 2021",VBM,weighted,5,B.1.617.2,96.4-99.0%,0.979774714
"November 27, 2021",VBM,weighted,5,B.1.617.2,97.5-99.6%,0.988900125
"December 4, 2021",VBM,weighted,5,B.1.617.2,98.6-99.7%,0.992976367
"December 11, 2021",VBM,weighted,5,B.1.617.2,89.6-96.9%,0.940196335
"December 18, 2021",VBM,weighted,5,B.1.617.2,60.6-81.1%,0.716394722
"December 25, 2021",VBM,weighted,5,B.1.617.2,31.2-45.5%,0.381464124
"January 1, 2022",VBM,weighted,5,B.1.617.2,12.3-17.1%,0.145893350
"January 8, 2022",VBM,weighted,5,B.1.617.2,6.3-11.0%,0.084455766
"January 15, 2022",VBM,weighted,5,B.1.617.2,2.6-4.0%,0.032425765
"January 22, 2022",VBM,weighted,5,B.1.617.2,1.0-2.1%,0.014546030
"January 29, 2022",VBM,weighted,5,B.1.617.2,0.5-1.2%,0.007885401
"February 5, 2022",VBM,weighted,5,B.1.617.2,0.1-0.7%,0.003427108
"February 12, 2022",VBM,weighted,5,B.1.617.2,0.1-0.6%,0.002583202
"February 19, 2022",VBM,weighted,5,B.1.617.2,0.0-0.4%,0.000986841
"February 26, 2022",VBM,weighted,5,B.1.617.2,0.1-0.5%,0.002077326
"March 5, 2022",VBM,weighted,5,B.1.617.2,0.0-0.6%,0.001542790
"March 12, 2022",VBM,weighted,5,B.1.617.2,0.0-0.7%,0.002210557
"March 19, 2022",VBM,weighted,5,B.1.617.2,0.0-0.6%,0.001404377
"March 26, 2022",VBM,weighted,5,B.1.617.2,0.1-0.8%,0.003627501
"April 2, 2022",VBM,weighted,5,B.1.617.2,0.0-0.3%,0.000328769
"April 9, 2022",VBM,weighted,5,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,5,B.1.617.2,0.0-0.3%,0.000511926
"April 23, 2022",VBM,weighted,5,B.1.617.2,0.0-1.5%,0.002375753
"May 8, 2021",VBM,weighted,6,B.1.617.2,1.8-5.5%,0.033129353
"May 15, 2021",VBM,weighted,6,B.1.617.2,2.0-6.1%,0.036419511
"May 22, 2021",VBM,weighted,6,B.1.617.2,3.7-7.7%,0.054601602
"May 29, 2021",VBM,weighted,6,B.1.617.2,5.7-11.6%,0.082730815
"June 5, 2021",VBM,weighted,6,B.1.617.2,14.1-22.6%,0.180582359
"June 12, 2021",VBM,weighted,6,B.1.617.2,21.0-39.4%,0.295737922
"June 19, 2021",VBM,weighted,6,B.1.617.2,29.2-49.5%,0.389855415
"June 26, 2021",VBM,weighted,6,B.1.617.2,48.8-60.8%,0.548577011
"July 3, 2021",VBM,weighted,6,B.1.617.2,64.0-75.0%,0.697160125
"July 10, 2021",VBM,weighted,6,B.1.617.2,77.6-86.1%,0.821308136
"July 17, 2021",VBM,weighted,6,B.1.617.2,80.8-88.4%,0.848826945
"July 24, 2021",VBM,weighted,6,B.1.617.2,91.8-96.2%,0.942772150
"July 31, 2021",VBM,weighted,6,B.1.617.2,95.7-97.6%,0.967450976
"August 7, 2021",VBM,weighted,6,B.1.617.2,94.0-97.4%,0.959751010
"August 14, 2021",VBM,weighted,6,B.1.617.2,98.1-99.0%,0.986069739
"August 21, 2021",VBM,weighted,6,B.1.617.2,97.1-99.4%,0.985181689
"August 28, 2021",VBM,weighted,6,B.1.617.2,94.0-99.2%,0.974527657
"September 4, 2021",VBM,weighted,6,B.1.617.2,97.3-99.6%,0.988527775
"September 11, 2021",VBM,weighted,6,B.1.617.2,97.6-99.7%,0.989799917
"September 18, 2021",VBM,weighted,6,B.1.617.2,96.6-99.4%,0.983779848
"September 25, 2021",VBM,weighted,6,B.1.617.2,96.7-99.7%,0.988029897
"October 2, 2021",VBM,weighted,6,B.1.617.2,96.4-99.0%,0.979667246
"October 9, 2021",VBM,weighted,6,B.1.617.2,97.0-99.3%,0.984378397
"October 16, 2021",VBM,weighted,6,B.1.617.2,95.7-99.3%,0.980508506
"October 23, 2021",VBM,weighted,6,B.1.617.2,94.7-99.6%,0.981593370
"October 30, 2021",VBM,weighted,6,B.1.617.2,95.6-99.5%,0.982234478
"November 6, 2021",VBM,weighted,6,B.1.617.2,93.3-99.2%,0.972079873
"November 13, 2021",VBM,weighted,6,B.1.617.2,93.8-99.1%,0.972371697
"November 20, 2021",VBM,weighted,6,B.1.617.2,94.1-99.1%,0.973352611
"November 27, 2021",VBM,weighted,6,B.1.617.2,95.8-99.6%,0.984415054
"December 4, 2021",VBM,weighted,6,B.1.617.2,94.5-99.3%,0.976690769
"December 11, 2021",VBM,weighted,6,B.1.617.2,66.4-88.1%,0.787110329
"December 18, 2021",VBM,weighted,6,B.1.617.2,23.9-55.3%,0.387724727
"December 25, 2021",VBM,weighted,6,B.1.617.2,7.9-24.3%,0.147481740
"January 1, 2022",VBM,weighted,6,B.1.617.2,3.0-9.6%,0.056599502
"January 8, 2022",VBM,weighted,6,B.1.617.2,1.8-4.6%,0.029675821
"January 15, 2022",VBM,weighted,6,B.1.617.2,0.5-2.3%,0.011333170
"January 22, 2022",VBM,weighted,6,B.1.617.2,0.2-1.4%,0.006065401
"January 29, 2022",VBM,weighted,6,B.1.617.2,0.1-0.9%,0.004117180
"February 5, 2022",VBM,weighted,6,B.1.617.2,0.0-0.4%,0.001306377
"February 12, 2022",VBM,weighted,6,B.1.617.2,0.0-0.7%,0.001141489
"February 19, 2022",VBM,weighted,6,B.1.617.2,0.0-0.2%,0.000312500
"February 26, 2022",VBM,weighted,6,B.1.617.2,0.0-1.0%,0.002692443
"March 5, 2022",VBM,weighted,6,B.1.617.2,NA,0
"March 12, 2022",VBM,weighted,6,B.1.617.2,NA,0
"March 19, 2022",VBM,weighted,6,B.1.617.2,NA,0
"March 26, 2022",VBM,weighted,6,B.1.617.2,NA,0
"April 2, 2022",VBM,weighted,6,B.1.617.2,NA,0
"April 9, 2022",VBM,weighted,6,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,6,B.1.617.2,NA,0
"April 23, 2022",VBM,weighted,6,B.1.617.2,NA,0
"May 8, 2021",VBM,weighted,7,B.1.617.2,0.3-2.1%,0.008671377
"May 15, 2021",VBM,weighted,7,B.1.617.2,1.2-7.2%,0.033100035
"May 22, 2021",VBM,weighted,7,B.1.617.2,6.1-26.6%,0.142160282
"May 29, 2021",VBM,weighted,7,B.1.617.2,11.3-43.6%,0.249748647
"June 5, 2021",VBM,weighted,7,B.1.617.2,35.5-61.4%,0.483482808
"June 12, 2021",VBM,weighted,7,B.1.617.2,56.8-79.0%,0.686924160
"June 19, 2021",VBM,weighted,7,B.1.617.2,66.4-90.0%,0.800770223
"June 26, 2021",VBM,weighted,7,B.1.617.2,75.3-95.4%,0.878454745
"July 3, 2021",VBM,weighted,7,B.1.617.2,90.2-97.9%,0.949991882
"July 10, 2021",VBM,weighted,7,B.1.617.2,92.1-96.9%,0.948460937
"July 17, 2021",VBM,weighted,7,B.1.617.2,91.7-98.7%,0.962019324
"July 24, 2021",VBM,weighted,7,B.1.617.2,96.5-98.7%,0.978085458
"July 31, 2021",VBM,weighted,7,B.1.617.2,95.9-99.2%,0.980002105
"August 7, 2021",VBM,weighted,7,B.1.617.2,92.9-99.5%,0.975162148
"August 14, 2021",VBM,weighted,7,B.1.617.2,99.0-100.0%,0.998438418
"August 21, 2021",VBM,weighted,7,B.1.617.2,96.0-99.8%,0.987414718
"August 28, 2021",VBM,weighted,7,B.1.617.2,95.2-99.4%,0.980612099
"September 4, 2021",VBM,weighted,7,B.1.617.2,98.6-99.9%,0.994636118
"September 11, 2021",VBM,weighted,7,B.1.617.2,98.2-99.6%,0.991003096
"September 18, 2021",VBM,weighted,7,B.1.617.2,98.7-99.9%,0.995267510
"September 25, 2021",VBM,weighted,7,B.1.617.2,97.0-99.8%,0.989666760
"October 2, 2021",VBM,weighted,7,B.1.617.2,98.4-99.9%,0.994660735
"October 9, 2021",VBM,weighted,7,B.1.617.2,98.5-99.8%,0.993807912
"October 16, 2021",VBM,weighted,7,B.1.617.2,97.1-99.8%,0.989645779
"October 23, 2021",VBM,weighted,7,B.1.617.2,96.3-99.4%,0.983673096
"October 30, 2021",VBM,weighted,7,B.1.617.2,98.9-99.9%,0.995485842
"November 6, 2021",VBM,weighted,7,B.1.617.2,97.3-99.7%,0.988775134
"November 13, 2021",VBM,weighted,7,B.1.617.2,95.4-99.6%,0.983362973
"November 20, 2021",VBM,weighted,7,B.1.617.2,95.0-99.3%,0.978506148
"November 27, 2021",VBM,weighted,7,B.1.617.2,96.9-99.7%,0.988124490
"December 4, 2021",VBM,weighted,7,B.1.617.2,98.6-99.9%,0.995541632
"December 11, 2021",VBM,weighted,7,B.1.617.2,97.3-99.5%,0.987345874
"December 18, 2021",VBM,weighted,7,B.1.617.2,80.3-93.8%,0.882117629
"December 25, 2021",VBM,weighted,7,B.1.617.2,54.8-67.9%,0.614892304
"January 1, 2022",VBM,weighted,7,B.1.617.2,22.1-38.3%,0.297098666
"January 8, 2022",VBM,weighted,7,B.1.617.2,6.7-14.9%,0.102402084
"January 15, 2022",VBM,weighted,7,B.1.617.2,1.9-5.3%,0.033287290
"January 22, 2022",VBM,weighted,7,B.1.617.2,1.7-4.2%,0.027582569
"January 29, 2022",VBM,weighted,7,B.1.617.2,0.4-1.4%,0.008038956
"February 5, 2022",VBM,weighted,7,B.1.617.2,0.3-1.1%,0.005901445
"February 12, 2022",VBM,weighted,7,B.1.617.2,0.0-0.4%,0.000766346
"February 19, 2022",VBM,weighted,7,B.1.617.2,0.1-1.0%,0.003605228
"February 26, 2022",VBM,weighted,7,B.1.617.2,0.0-1.8%,0.004004870
"March 5, 2022",VBM,weighted,7,B.1.617.2,0.0-1.9%,0.004655884
"March 12, 2022",VBM,weighted,7,B.1.617.2,NA,0
"March 19, 2022",VBM,weighted,7,B.1.617.2,0.0-6.2%,0.009652582
"March 26, 2022",VBM,weighted,7,B.1.617.2,NA,0
"April 2, 2022",VBM,weighted,7,B.1.617.2,NA,0
"April 9, 2022",VBM,weighted,7,B.1.617.2,NA,0
"April 16, 2022",VBM,weighted,7,B.1.617.2,NA,0
